V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9]
0.259371,0.27546,0.279997,0.272719,0.30241,0.295138,0.261102,0.247986,0.240384,0.301926,0.281423,0.312643,0.267578,0.272482,0.274911,0.236421,0.279087,0.306933,0.309576,0.324057,0.290956,0.312058,0.301376,0.261576
0.273256,0.27618,0.290349,0.275933,0.296691,0.293088,0.286726,0.246144,0.263779,0.308929,0.290278,0.318847,0.27643,0.292237,0.283108,0.247565,0.294724,0.336283,0.317977,0.32708,0.30973,0.337824,0.294981,0.272172
0.286912,0.281227,0.30365,0.283309,0.304564,0.295927,0.271487,0.256941,0.265507,0.32776,0.294497,0.312846,0.279429,0.302034,0.303851,0.259026,0.293313,0.33851,0.334498,0.32481,0.316001,0.324179,0.309666,0.296466
0.295662,0.291554,0.299125,0.279688,0.294971,0.311101,0.278015,0.268795,0.294029,0.333635,0.31815,0.313094,0.293451,0.310242,0.303712,0.256847,0.317636,0.380619,0.334913,0.348518,0.326627,0.326962,0.324394,0.297144
0.31203,0.288005,0.337532,0.276595,0.320108,0.313975,0.293916,0.275542,0.294707,0.318223,0.309828,0.340246,0.295864,0.325877,0.328079,0.256207,0.326856,0.380135,0.342138,0.370885,0.361987,0.348672,0.334956,0.303691
0.307064,0.330863,0.322223,0.307164,0.325702,0.325763,0.300081,0.275685,0.305704,0.348051,0.336707,0.349244,0.303711,0.339531,0.333594,0.263385,0.333969,0.381787,0.371444,0.379032,0.356702,0.371816,0.347817,0.320966
0.320756,0.318288,0.347011,0.313162,0.353272,0.337761,0.326609,0.28764,0.311441,0.354175,0.335367,0.366808,0.31307,0.327081,0.343197,0.282633,0.351725,0.416654,0.374659,0.394371,0.374723,0.400309,0.361097,0.330077
0.337526,0.332108,0.357725,0.314951,0.365842,0.354586,0.335295,0.29944,0.321402,0.359573,0.347061,0.372994,0.312611,0.349704,0.36477,0.286538,0.373345,0.420386,0.409522,0.413178,0.380835,0.394631,0.38173,0.342333
0.350423,0.349746,0.374331,0.32425,0.37047,0.350126,0.333643,0.293875,0.342307,0.38,0.366847,0.385916,0.327288,0.368492,0.372686,0.290485,0.37795,0.441946,0.417122,0.413687,0.398677,0.402371,0.3738,0.360122
0.358732,0.352776,0.385208,0.331896,0.388562,0.363264,0.346921,0.314381,0.346886,0.389858,0.383066,0.399867,0.349291,0.374881,0.377781,0.308295,0.387219,0.441918,0.422817,0.432164,0.41636,0.42256,0.399783,0.374298
0.366708,0.36881,0.382141,0.346902,0.389771,0.362929,0.362616,0.324918,0.361203,0.395276,0.385466,0.398316,0.351718,0.376658,0.388783,0.313901,0.391422,0.45683,0.436908,0.442601,0.42538,0.434238,0.395501,0.368007
0.373595,0.377347,0.395717,0.352917,0.397056,0.377566,0.365345,0.323855,0.363691,0.406223,0.391067,0.410133,0.349594,0.390636,0.404329,0.321661,0.402508,0.462619,0.451688,0.449836,0.432178,0.439262,0.408367,0.382247
0.377924,0.385781,0.393832,0.356471,0.399869,0.390775,0.370365,0.324153,0.376018,0.413775,0.396923,0.417888,0.360385,0.386584,0.397738,0.323285,0.410256,0.473301,0.444982,0.45827,0.435319,0.437433,0.409602,0.383371
0.380751,0.384407,0.396396,0.36759,0.402496,0.390896,0.371898,0.336534,0.38123,0.419751,0.4049,0.423023,0.367952,0.397571,0.403388,0.331047,0.401974,0.470906,0.450057,0.448607,0.435018,0.441927,0.412528,0.391981
0.377802,0.381148,0.390866,0.369331,0.392992,0.38525,0.368754,0.336077,0.379053,0.417539,0.402362,0.414278,0.364696,0.390131,0.393511,0.339194,0.404469,0.46672,0.444779,0.446167,0.4282,0.436845,0.411895,0.388809
0.364266,0.379416,0.37903,0.36487,0.389891,0.37946,0.360415,0.330284,0.368988,0.415491,0.398501,0.404583,0.371307,0.384829,0.391586,0.336493,0.399359,0.463938,0.45282,0.443892,0.427233,0.444017,0.408981,0.384831
0.368515,0.385688,0.383282,0.36958,0.395587,0.383408,0.364912,0.33841,0.365396,0.413794,0.394383,0.408515,0.372584,0.388607,0.392884,0.341649,0.399669,0.466026,0.446507,0.447984,0.420982,0.42919,0.406145,0.385763
0.369451,0.381486,0.385858,0.366915,0.40017,0.387814,0.362378,0.340257,0.362057,0.409331,0.399876,0.412821,0.371865,0.386125,0.395534,0.347811,0.391141,0.459006,0.428531,0.438606,0.418607,0.425502,0.398642,0.378975
0.364983,0.377855,0.380117,0.376416,0.395624,0.389812,0.358424,0.347638,0.364466,0.406523,0.39464,0.404208,0.379706,0.386629,0.395947,0.357228,0.387617,0.447586,0.421026,0.413322,0.405189,0.400327,0.387987,0.364263
0.35945,0.376162,0.365784,0.367352,0.39203,0.388394,0.352345,0.33787,0.351757,0.393765,0.395815,0.398451,0.380643,0.37585,0.387143,0.349515,0.367955,0.427969,0.405402,0.392849,0.368146,0.385829,0.365385,0.355206
0.358487,0.361654,0.34554,0.366275,0.384825,0.379845,0.346662,0.341686,0.340863,0.38123,0.381361,0.383144,0.379566,0.362547,0.36866,0.357307,0.314331,0.383111,0.341627,0.344508,0.33727,0.343931,0.330193,0.29643
0.330856,0.344799,0.329042,0.346243,0.357022,0.362733,0.301603,0.322341,0.310887,0.356929,0.368026,0.364642,0.385035,0.340609,0.36972,0.351199,0.295248,0.309022,0.310447,0.330202,0.305931,0.305912,0.295781,0.260645
0.299333,0.296057,0.317089,0.293727,0.301191,0.316326,0.28648,0.285049,0.276473,0.309036,0.295895,0.330397,0.308875,0.28681,0.316372,0.281436,0.278586,0.312451,0.332211,0.323911,0.311308,0.288106,0.302391,0.252565
0.27153,0.270263,0.305098,0.287797,0.311713,0.330282,0.302583,0.26338,0.270383,0.312552,0.318281,0.30278,0.303107,0.321518,0.31928,0.25322,0.296537,0.341095,0.315586,0.303373,0.308679,0.325456,0.289121,0.286179
0.292869,0.286288,0.309401,0.303667,0.309917,0.325393,0.303231,0.259539,0.282114,0.304239,0.330266,0.335432,0.315131,0.320339,0.305969,0.26921,0.291451,0.357137,0.335771,0.334945,0.317698,0.31245,0.30351,0.269892
0.311361,0.3137,0.321636,0.291351,0.326068,0.312865,0.303866,0.279919,0.279952,0.314297,0.303845,0.323783,0.294916,0.320259,0.332285,0.257058,0.313991,0.352716,0.329039,0.351831,0.325204,0.33617,0.300346,0.288369
0.301378,0.312118,0.34381,0.291266,0.30965,0.328652,0.307689,0.27429,0.300069,0.324725,0.328723,0.350112,0.324421,0.326474,0.332267,0.280671,0.331067,0.365209,0.379198,0.371338,0.345008,0.36202,0.356745,0.298816
0.330174,0.325376,0.337419,0.328008,0.363874,0.339416,0.326007,0.287325,0.30552,0.353464,0.348923,0.380216,0.332673,0.337166,0.349846,0.277312,0.345988,0.400554,0.380077,0.393535,0.381069,0.373861,0.355514,0.325935
0.349605,0.335541,0.360505,0.343152,0.375857,0.352963,0.350868,0.288432,0.328205,0.378131,0.340382,0.369527,0.338809,0.355549,0.370009,0.305064,0.359493,0.422573,0.405329,0.403462,0.401598,0.388937,0.347492,0.353964
0.362339,0.352384,0.39687,0.366173,0.400289,0.392791,0.36276,0.318297,0.347341,0.395772,0.379216,0.426558,0.361442,0.386292,0.386462,0.332125,0.372125,0.455295,0.423117,0.442074,0.394775,0.435405,0.382918,0.36093
0.383945,0.396567,0.406662,0.391795,0.432369,0.417581,0.397374,0.339242,0.366933,0.420393,0.409771,0.434577,0.371448,0.400905,0.434948,0.332104,0.399612,0.489628,0.47663,0.483097,0.43567,0.450527,0.417689,0.380927
0.395166,0.424904,0.417555,0.405179,0.442495,0.43006,0.416668,0.356968,0.404297,0.450509,0.426554,0.456318,0.405055,0.436601,0.438313,0.338164,0.429099,0.50667,0.48148,0.492486,0.461102,0.465421,0.441234,0.399049
0.428336,0.443906,0.452899,0.428239,0.473228,0.445087,0.422422,0.387909,0.408838,0.47506,0.45024,0.481084,0.405278,0.450935,0.46178,0.375083,0.446762,0.522394,0.501724,0.508893,0.479998,0.494839,0.452892,0.425072
0.444567,0.453357,0.479719,0.439471,0.492325,0.468333,0.45391,0.398591,0.43306,0.480994,0.473863,0.504628,0.438816,0.464698,0.477153,0.394428,0.459645,0.553966,0.510924,0.52756,0.493004,0.504746,0.461435,0.44578
0.475345,0.465426,0.515852,0.446461,0.516912,0.490259,0.45736,0.407277,0.457479,0.514807,0.494256,0.535609,0.450276,0.475333,0.498055,0.390818,0.472237,0.565173,0.545935,0.551652,0.518148,0.528586,0.496796,0.45604
0.491588,0.485104,0.507812,0.468992,0.523377,0.502952,0.470655,0.422914,0.47121,0.535254,0.512973,0.535439,0.461274,0.498792,0.508582,0.413018,0.497339,0.589411,0.549575,0.571369,0.532549,0.547866,0.502013,0.469059
0.500667,0.497631,0.513424,0.478098,0.529981,0.501158,0.495793,0.430381,0.48203,0.540996,0.520354,0.553189,0.479309,0.51828,0.514984,0.417532,0.508099,0.600206,0.574663,0.583322,0.54661,0.558272,0.524007,0.475341
0.507013,0.503622,0.53095,0.48415,0.542535,0.514514,0.496168,0.442873,0.495265,0.557349,0.533553,0.560905,0.484517,0.525867,0.528538,0.427345,0.517371,0.608786,0.575884,0.582134,0.562244,0.563254,0.521658,0.486608
0.506302,0.515258,0.535789,0.495415,0.546205,0.520622,0.494779,0.451365,0.499898,0.558559,0.539364,0.575264,0.485496,0.52994,0.535748,0.436258,0.519387,0.609563,0.58375,0.582405,0.551312,0.570754,0.522688,0.491237
0.508886,0.50557,0.532736,0.497066,0.54818,0.527482,0.489192,0.445395,0.499537,0.563457,0.536835,0.559278,0.491051,0.533141,0.539331,0.443026,0.508876,0.615512,0.578598,0.586335,0.548552,0.562209,0.525778,0.483554
0.494758,0.504154,0.525432,0.488399,0.536372,0.519628,0.487435,0.446361,0.489952,0.556146,0.533587,0.559993,0.494307,0.521806,0.531101,0.446734,0.512563,0.606052,0.571121,0.574907,0.54897,0.559362,0.517834,0.48576
0.493158,0.510098,0.515584,0.49393,0.536595,0.515893,0.481598,0.44372,0.483575,0.553548,0.527361,0.551945,0.499626,0.51568,0.523692,0.453994,0.506327,0.598752,0.571357,0.570665,0.544444,0.552877,0.515151,0.471677
0.49202,0.504611,0.512051,0.501749,0.530146,0.518074,0.487688,0.447264,0.486685,0.550913,0.530477,0.547245,0.4864,0.513451,0.526675,0.454505,0.497383,0.592374,0.548488,0.558774,0.530243,0.534994,0.501353,0.466992
0.494801,0.500337,0.511763,0.497536,0.535942,0.513861,0.477976,0.45537,0.477345,0.546206,0.526366,0.546038,0.501043,0.516936,0.527589,0.458877,0.468319,0.556944,0.539165,0.525266,0.502424,0.511361,0.468564,0.448276
0.478709,0.481292,0.489823,0.481944,0.520909,0.506755,0.460714,0.432586,0.457807,0.523889,0.51773,0.533653,0.486037,0.494544,0.513102,0.452007,0.425992,0.514023,0.48051,0.48092,0.457233,0.455183,0.448758,0.408825
0.442797,0.450712,0.446379,0.452363,0.479691,0.480337,0.422472,0.412258,0.427927,0.488747,0.481024,0.491037,0.466816,0.466107,0.472933,0.425534,0.312746,0.376676,0.338095,0.325013,0.301671,0.294687,0.309774,0.276881
0.340266,0.372275,0.364297,0.36673,0.396829,0.390633,0.34038,0.32528,0.365012,0.407793,0.404641,0.396445,0.402482,0.380996,0.388803,0.377931,0.191097,0.214017,0.201252,0.211784,0.196587,0.192063,0.184245,0.180553
0.213499,0.200445,0.212079,0.195137,0.216845,0.216762,0.195856,0.188037,0.239338,0.250095,0.235668,0.236287,0.237487,0.212257,0.223582,0.209012,0.159335,0.18253,0.157419,0.163785,0.164087,0.157299,0.160827,0.146259
0.133975,0.152419,0.148596,0.128576,0.139494,0.147452,0.137653,0.130818,0.151778,0.1474,0.162713,0.145369,0.146376,0.163031,0.146988,0.121717,0.144507,0.161683,0.141812,0.154898,0.145408,0.150464,0.14736,0.13305
0.101921,0.12706,0.103678,0.107985,0.113493,0.110407,0.103018,0.110746,0.11741,0.111029,0.107699,0.110515,0.0969878,0.112668,0.12937,0.0940996,0.11803,0.132559,0.128577,0.119975,0.130999,0.123869,0.130021,0.134476
0.0981845,0.0896562,0.0912935,0.0846971,0.0897285,0.0802646,0.0776865,0.0789856,0.0912503,0.0902858,0.0905963,0.0764771,0.083698,0.0892942,0.0841836,0.0867591,0.0990766,0.108062,0.095874,0.103217,0.103264,0.100696,0.116082,0.119679
0.0734012,0.0702384,0.0720743,0.0408559,0.0614581,0.0524316,0.0580375,0.0687399,0.0749526,0.070321,0.0717571,0.0527754,0.0636486,0.0540645,0.0669887,0.0618374,0.0876033,0.0861969,0.0803892,0.0866448,0.0942254,0.0947854,0.0957939,0.104694
0.053015,0.0449023,0.0533564,0.0269588,0.0310704,0.0364258,0.0526137,0.0484583,0.0531162,0.0497181,0.0477021,0.034036,0.0414484,0.0446201,0.0357136,0.0471795,0.0860393,0.0691745,0.067105,0.0753904,0.0816631,0.0847351,0.089765,0.0896412
0.0348709,0.0312516,0.0235026,0.0192477,0.0172034,0.0218821,0.037354,0.0340216,0.0479327,0.0307522,0.0351003,0.0186595,0.0314973,0.0195243,0.0238893,0.0328742,0.0867793,0.0682772,0.067704,0.0590261,0.0682895,0.0717516,0.0728184,0.0999764
0.0321781,0.0288786,0.0201871,0.0136563,0.00319064,0.0106012,0.0222558,0.0318996,0.0383864,0.0198477,0.0215437,0.0158852,0.0258129,0.00714505,0.0156112,0.0314783,0.0856438,0.0676514,0.0676753,0.068098,0.0703613,0.0696902,0.0895159,0.0993269
0.0152148,0.0270591,0.0202899,0.0145413,0,0.0155658,0.0102886,0.0381683,0.0394359,0.0123169,0.0179041,0,0.0258277,0.00729219,0.0165745,0.0314434,0.0796499,0.0658351,0.0743607,0.0659524,0.0741036,0.0683247,0.0912518,0.0963434
0.0243889,0.0330736,0.0094495,0.017535,0.00902382,0.0112644,0.00652762,0.0351215,0.0325552,0.0101439,0.0146111,0.00250086,0.0282503,0.0125139,0.00816482,0.040078,0.0691288,0.0806471,0.0738723,0.0634752,0.0904449,0.0898315,0.0930533,0.0962959
0.0267185,0.0252031,0.0153179,0.0159935,0.0134229,0.0237574,0.0221064,0.0334943,0.0446864,0.0196003,0.0132352,0.00642283,0.0380729,0.0147333,0.0202039,0.0411586,0.101394,0.0865599,0.0766909,0.0757499,0.0992795,0.0972913,0.100575,0.111404
0.0386815,0.0436125,0.0244479,0.0364809,0.0237471,0.0275818,0.0231341,0.0516087,0.0360525,0.0381265,0.0327414,0.0220117,0.0460959,0.0302072,0.0287863,0.0606186,0.111852,0.12189,0.129989,0.106853,0.129962,0.117425,0.123944,0.131808
0.0590003,0.0577251,0.054749,0.0465343,0.0429345,0.0537306,0.0521474,0.0720727,0.0496631,0.0427024,0.0574549,0.0394448,0.0720387,0.0490873,0.0489497,0.0741412,0.15786,0.183904,0.175507,0.176674,0.17494,0.174116,0.172653,0.163824
0.0985018,0.101121,0.10599,0.111266,0.110419,0.105917,0.107829,0.126915,0.0839849,0.0860209,0.104462,0.0886528,0.11522,0.100593,0.103917,0.125462,0.205736,0.246047,0.242517,0.242873,0.231047,0.243847,0.225804,0.205915
0.180995,0.165179,0.194708,0.183049,0.195369,0.187897,0.1683,0.175015,0.152205,0.1841,0.172884,0.178643,0.175186,0.184242,0.192169,0.173245,0.243664,0.254683,0.263968,0.23071,0.249802,0.254903,0.253962,0.211089
0.224739,0.236688,0.224257,0.234716,0.251814,0.238565,0.200141,0.195107,0.184572,0.223221,0.215056,0.215889,0.223326,0.237909,0.230969,0.197069,0.226148,0.26566,0.258519,0.236597,0.25142,0.25996,0.238798,0.215937
0.231691,0.222269,0.230652,0.228611,0.232891,0.237224,0.221462,0.191197,0.216108,0.251738,0.248816,0.245731,0.236623,0.237747,0.224089,0.196541,0.216012,0.263782,0.260104,0.252643,0.217896,0.244706,0.222042,0.217404
0.217401,0.210592,0.252141,0.210635,0.249762,0.246677,0.207012,0.211254,0.196673,0.231318,0.236556,0.228213,0.238297,0.22845,0.239972,0.1986,0.226231,0.261787,0.254577,0.249611,0.225415,0.227914,0.216791,0.188763
0.224512,0.201046,0.231202,0.232358,0.232479,0.23598,0.205005,0.193018,0.201168,0.23,0.236574,0.257739,0.22597,0.201554,0.212088,0.177117,0.224705,0.244183,0.233788,0.217136,0.222507,0.226519,0.223288,0.181032
0.203619,0.204374,0.219974,0.18767,0.230115,0.198834,0.195861,0.197759,0.197151,0.204298,0.202897,0.228973,0.201347,0.204523,0.216853,0.173065,0.195153,0.220416,0.206911,0.208348,0.235252,0.216154,0.198609,0.183661
0.177961,0.17647,0.204318,0.170003,0.189785,0.196407,0.187514,0.183235,0.178882,0.203608,0.184495,0.188982,0.167534,0.201671,0.201149,0.173792,0.1845,0.198998,0.188056,0.18915,0.190151,0.192456,0.175673,0.177235
0.163284,0.190709,0.165994,0.157192,0.162331,0.168702,0.160648,0.145067,0.161962,0.185234,0.172768,0.176772,0.15548,0.162341,0.164982,0.152035,0.168345,0.182679,0.169214,0.181391,0.175459,0.185326,0.17642,0.17597
0.151239,0.149917,0.153986,0.133939,0.136001,0.143633,0.138503,0.118901,0.148123,0.159807,0.149401,0.144569,0.137062,0.136815,0.145579,0.124118,0.163348,0.15924,0.158193,0.161979,0.151859,0.169701,0.161396,0.174083
0.124953,0.12957,0.127214,0.12034,0.125043,0.124783,0.117318,0.113383,0.123945,0.137443,0.137216,0.134577,0.127392,0.117208,0.114194,0.125782,0.14678,0.149249,0.14745,0.141293,0.14411,0.149733,0.15903,0.160398
0.104124,0.109041,0.114258,0.0989733,0.100867,0.0960981,0.104218,0.104107,0.121968,0.119383,0.116268,0.114225,0.109974,0.112213,0.111072,0.0998734,0.142143,0.132621,0.129002,0.135222,0.141346,0.135425,0.148388,0.144322
0.0993076,0.0932935,0.0992414,0.0871768,0.0819364,0.0823079,0.0967781,0.0968825,0.116006,0.0948441,0.105107,0.0995627,0.0864647,0.0902684,0.100549,0.102201,0.136598,0.135332,0.140201,0.131059,0.145462,0.13926,0.138683,0.159226
0.0932754,0.0936978,0.100994,0.0765034,0.0814166,0.086592,0.0830425,0.0874637,0.108572,0.0957575,0.0905506,0.0830803,0.0850837,0.0893845,0.0996518,0.091091,0.137707,0.137693,0.13289,0.129791,0.134976,0.141579,0.144186,0.155367
0.097575,0.0989924,0.0845638,0.0803551,0.0778836,0.0749711,0.0797882,0.0921302,0.101138,0.0907073,0.0901877,0.086934,0.0949341,0.0786048,0.0887584,0.0937971,0.13605,0.134119,0.129514,0.12586,0.134528,0.128484,0.142322,0.14498
0.0980544,0.0959036,0.0888132,0.0816705,0.0740282,0.0769293,0.0820471,0.0961512,0.0983026,0.0891113,0.0877071,0.078559,0.091351,0.0851128,0.0854512,0.0948518,0.136895,0.130311,0.129265,0.133668,0.136557,0.132053,0.14029,0.152799
0.0909114,0.0942616,0.0861013,0.0841082,0.0790345,0.0831564,0.0792887,0.104188,0.0965635,0.0894822,0.0856544,0.0850617,0.0982545,0.0909954,0.0944934,0.100682,0.14095,0.130923,0.135065,0.134232,0.141417,0.14326,0.140723,0.148802
0.091701,0.0858834,0.0899842,0.0825122,0.0776727,0.0845497,0.0794439,0.0967167,0.0914292,0.0900023,0.0893055,0.082879,0.0955618,0.0813283,0.0862231,0.100653,0.141519,0.136737,0.138022,0.126849,0.139377,0.141758,0.135372,0.149087
0.080709,0.0930686,0.0833822,0.0888113,0.0752091,0.0863076,0.0940275,0.101624,0.0988177,0.0862274,0.0845074,0.0806279,0.100219,0.0899466,0.093634,0.106544,0.146777,0.16242,0.14121,0.150547,0.146979,0.154709,0.151642,0.158784
0.0948794,0.106038,0.0918461,0.097786,0.0953632,0.103693,0.0921499,0.107893,0.0946644,0.094136,0.0958276,0.0859417,0.118718,0.096654,0.103357,0.116637,0.166751,0.195899,0.186354,0.162603,0.184307,0.16293,0.189907,0.175075
0.125606,0.138225,0.12181,0.149748,0.145612,0.150003,0.129877,0.151918,0.114592,0.122664,0.128672,0.121208,0.161792,0.135666,0.126067,0.145001,0.183056,0.20303,0.212893,0.225132,0.201337,0.206802,0.209229,0.162752
0.168972,0.192424,0.185953,0.172582,0.188934,0.192011,0.172013,0.167565,0.145975,0.177986,0.17116,0.17046,0.195429,0.177843,0.172839,0.167379,0.183576,0.216156,0.226498,0.209143,0.200072,0.193723,0.176764,0.179765
0.193462,0.186866,0.204012,0.193568,0.196942,0.190878,0.178797,0.186897,0.160102,0.196748,0.187898,0.20127,0.175667,0.198751,0.194898,0.164993,0.197763,0.211579,0.208756,0.205253,0.210528,0.19933,0.173013,0.184976
0.173685,0.165948,0.185703,0.178901,0.190475,0.184573,0.165223,0.171384,0.156004,0.21464,0.158705,0.19544,0.192901,0.190715,0.186856,0.161,0.182533,0.230405,0.191294,0.20584,0.191706,0.199569,0.195172,0.178684
0.150073,0.169738,0.175352,0.155962,0.178469,0.197421,0.169735,0.150503,0.171915,0.176016,0.189097,0.183493,0.177825,0.176257,0.166707,0.144618,0.186891,0.211278,0.203718,0.202065,0.207319,0.19841,0.196117,0.154536
0.159303,0.169664,0.164905,0.188138,0.181233,0.194196,0.171631,0.139239,0.163141,0.190111,0.170684,0.190846,0.169242,0.180058,0.179102,0.151653,0.194069,0.208035,0.228459,0.199433,0.201385,0.210161,0.184848,0.175634
0.153231,0.179438,0.171776,0.170301,0.176336,0.181333,0.172971,0.156717,0.16031,0.182102,0.177479,0.176777,0.175761,0.196166,0.186948,0.145697,0.19026,0.222931,0.20739,0.206167,0.222756,0.197727,0.193919,0.171777
0.183482,0.18437,0.181813,0.168299,0.165596,0.184229,0.15593,0.189091,0.174814,0.178066,0.17566,0.187892,0.170405,0.1672,0.188642,0.14531,0.205716,0.224905,0.204502,0.216828,0.201451,0.186595,0.207706,0.186258
0.171196,0.177386,0.195465,0.164531,0.184307,0.172898,0.180287,0.152773,0.150806,0.186836,0.175782,0.179713,0.15886,0.172687,0.161591,0.170219,0.182529,0.235678,0.212788,0.226861,0.205637,0.202885,0.215516,0.171375
0.177788,0.174577,0.188861,0.175977,0.194898,0.178275,0.190878,0.152164,0.154064,0.193856,0.174633,0.20097,0.184718,0.173175,0.172476,0.161434,0.199529,0.234556,0.233979,0.227315,0.220398,0.221109,0.215317,0.201073
0.18061,0.185116,0.197019,0.176042,0.19656,0.198553,0.189143,0.166916,0.178591,0.195602,0.193611,0.211389,0.171051,0.172965,0.185746,0.15351,0.202106,0.244276,0.23865,0.231706,0.231571,0.224331,0.234283,0.21019
0.175273,0.192961,0.205156,0.194272,0.194222,0.197351,0.190619,0.176518,0.189112,0.196697,0.208011,0.207672,0.20024,0.185987,0.210531,0.14963,0.216298,0.238964,0.254601,0.232502,0.226093,0.244306,0.225579,0.206117
0.204129,0.195897,0.211483,0.189449,0.207813,0.19787,0.195937,0.177547,0.200357,0.214415,0.208552,0.205754,0.19303,0.206919,0.203092,0.164537,0.241608,0.2415,0.245578,0.252797,0.245672,0.239097,0.220783,0.221196
0.208413,0.199866,0.214043,0.194476,0.198985,0.196618,0.192003,0.188232,0.201274,0.218369,0.20752,0.215374,0.187934,0.201818,0.20927,0.178667,0.228032,0.259888,0.245166,0.258764,0.231952,0.253538,0.245272,0.229946
0.203603,0.199692,0.20699,0.179834,0.211696,0.201122,0.20041,0.190125,0.197319,0.215947,0.201001,0.21208,0.184792,0.209014,0.203212,0.182994,0.229156,0.253505,0.246969,0.245361,0.236659,0.244793,0.244324,0.229971
