V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9],V05[1.7],V06[9.6],V08[6.1],V12[7.4],V16[7.5],V20[6.9],V24[7.8],V28[2.6]
0.134665,0.142272,0.129642,0.129942,0.132437,0.133876,0.128883,0.13337,0.145591,0.145164,0.129995,0.139316,0.137723,0.136786,0.137016,0.120465,0.194301,0.204811,0.205399,0.205599,0.201707,0.202863,0.198074,0.190338,0.200864,0.211786,0.202025,0.214359,0.206332,0.201354,0.195847,0.211702
0.148391,0.147827,0.132984,0.138177,0.143937,0.14656,0.136989,0.147626,0.142214,0.14862,0.140875,0.144634,0.149801,0.159432,0.145809,0.134256,0.204856,0.234618,0.221647,0.231241,0.224251,0.221472,0.211468,0.209353,0.217557,0.226401,0.216814,0.229846,0.221613,0.214304,0.208654,0.229276
0.154364,0.162399,0.144982,0.151535,0.162909,0.161346,0.149189,0.150905,0.151498,0.163572,0.157955,0.15702,0.15736,0.161157,0.156804,0.148303,0.220557,0.262711,0.247897,0.246583,0.242318,0.247919,0.233691,0.229533,0.241427,0.242541,0.242294,0.253519,0.248068,0.239046,0.234956,0.243048
0.18329,0.178612,0.168326,0.171708,0.172824,0.180956,0.174779,0.168532,0.168568,0.178215,0.175842,0.174011,0.175331,0.178878,0.175864,0.169861,0.257812,0.308762,0.283804,0.275597,0.277836,0.279795,0.271194,0.258649,0.274404,0.29099,0.290198,0.293175,0.294426,0.271012,0.264007,0.270449
0.208952,0.216135,0.193817,0.207033,0.205315,0.208872,0.198424,0.192446,0.176688,0.208055,0.213707,0.201118,0.199146,0.210162,0.197417,0.190006,0.290834,0.357232,0.330174,0.329668,0.325666,0.315518,0.29978,0.287681,0.318234,0.339737,0.337044,0.332858,0.329841,0.310043,0.311818,0.319691
0.242944,0.245034,0.235885,0.243901,0.254381,0.253764,0.237277,0.238103,0.219811,0.253856,0.238922,0.246056,0.249063,0.252273,0.240837,0.21227,0.352012,0.408704,0.389623,0.383427,0.376252,0.394158,0.357094,0.326677,0.357297,0.419281,0.403031,0.409381,0.4037,0.381252,0.376826,0.363923
0.287939,0.298725,0.27749,0.292658,0.318638,0.312708,0.287099,0.281115,0.258658,0.306648,0.291581,0.299799,0.303013,0.3123,0.292293,0.258119,0.429768,0.537749,0.4878,0.474086,0.493004,0.483186,0.431298,0.39,0.466984,0.523901,0.508077,0.507988,0.505005,0.482823,0.472219,0.446993
0.382507,0.389745,0.360347,0.390949,0.418889,0.427507,0.384342,0.354623,0.321102,0.405694,0.382757,0.409881,0.406122,0.398528,0.376299,0.32887,0.501991,0.61027,0.545613,0.531888,0.523087,0.539428,0.470417,0.456377,0.527497,0.585887,0.575961,0.565418,0.572645,0.549613,0.545931,0.495437
0.46165,0.458137,0.446691,0.465242,0.509713,0.509134,0.471861,0.410932,0.406143,0.491635,0.470169,0.499596,0.480401,0.484897,0.474689,0.390871,0.503348,0.614001,0.56803,0.555884,0.525016,0.560872,0.489077,0.456933,0.537641,0.595119,0.59576,0.566345,0.591916,0.539743,0.539133,0.512466
0.482393,0.476635,0.474023,0.511132,0.528852,0.52521,0.489748,0.424606,0.429377,0.53305,0.495473,0.523499,0.514075,0.513082,0.490294,0.41222,0.504579,0.601221,0.547994,0.529195,0.529611,0.539003,0.47452,0.448832,0.512786,0.571368,0.577589,0.560461,0.570618,0.541112,0.519703,0.488
0.480252,0.479865,0.441949,0.508235,0.521602,0.508433,0.483326,0.414182,0.437201,0.529311,0.493367,0.520892,0.497995,0.506011,0.486966,0.404845,0.480643,0.584717,0.544737,0.517496,0.511171,0.50434,0.459535,0.429455,0.502436,0.555753,0.573297,0.547398,0.547891,0.535109,0.495721,0.471977
0.461976,0.461149,0.442421,0.485995,0.509587,0.491146,0.449031,0.39939,0.429052,0.494722,0.471416,0.504227,0.48619,0.488751,0.472788,0.393146,0.448064,0.534818,0.490614,0.460298,0.478526,0.476042,0.416436,0.397963,0.468011,0.520533,0.512656,0.50538,0.515579,0.475016,0.475728,0.429171
0.433875,0.424798,0.408348,0.429769,0.468254,0.472253,0.426955,0.385524,0.395027,0.479692,0.454889,0.47405,0.444885,0.448385,0.432556,0.375562,0.397534,0.476797,0.449492,0.4263,0.421474,0.434667,0.392358,0.363446,0.41756,0.456051,0.46694,0.449691,0.460372,0.426721,0.422918,0.40599
0.384928,0.378583,0.368583,0.393026,0.404177,0.408489,0.384171,0.334868,0.343552,0.437287,0.394776,0.4133,0.398605,0.405008,0.385815,0.343168,0.354302,0.415543,0.382603,0.381317,0.38613,0.383049,0.342907,0.328658,0.363996,0.416635,0.397185,0.402111,0.402998,0.384458,0.380714,0.366679
0.324368,0.335828,0.329034,0.340412,0.36168,0.364736,0.328544,0.290132,0.305688,0.367733,0.35347,0.371979,0.355704,0.347854,0.328219,0.30187,0.290751,0.345058,0.318087,0.303982,0.317747,0.307403,0.289665,0.279732,0.305627,0.329544,0.328353,0.332781,0.332757,0.308764,0.30087,0.320436
0.294403,0.284432,0.277172,0.278242,0.301759,0.296825,0.273107,0.262574,0.275299,0.31393,0.297584,0.30884,0.295628,0.309579,0.283018,0.258683,0.26279,0.28675,0.280773,0.268221,0.271101,0.276897,0.25429,0.2465,0.260562,0.282497,0.266702,0.283298,0.273869,0.252212,0.264273,0.274695
0.231262,0.22688,0.226298,0.24071,0.244261,0.226244,0.224107,0.212929,0.243956,0.259904,0.25402,0.248979,0.254597,0.254313,0.234725,0.212712,0.263485,0.284498,0.261672,0.26439,0.26962,0.25634,0.249826,0.243731,0.25888,0.272769,0.266299,0.26913,0.266162,0.260364,0.255361,0.274817
0.218734,0.229192,0.222396,0.216048,0.232702,0.227323,0.216148,0.19723,0.226952,0.233829,0.222529,0.237401,0.224462,0.238951,0.218275,0.195815,0.251898,0.289063,0.268822,0.26866,0.265981,0.26753,0.255546,0.250948,0.252653,0.28034,0.26487,0.274073,0.265401,0.26155,0.252468,0.280742
0.21129,0.219743,0.215538,0.21755,0.24209,0.222515,0.215548,0.195958,0.22431,0.246236,0.229421,0.247793,0.23138,0.244909,0.22429,0.196619,0.255556,0.290148,0.280874,0.274692,0.268692,0.277658,0.258478,0.260083,0.258772,0.286663,0.273249,0.275674,0.27211,0.259515,0.254193,0.283006
0.213698,0.221391,0.223336,0.213734,0.233169,0.22337,0.220173,0.201933,0.224711,0.246176,0.231667,0.239429,0.231693,0.24917,0.225191,0.2011,0.258052,0.286854,0.267136,0.266362,0.270196,0.270171,0.259163,0.259948,0.262789,0.284144,0.274425,0.282584,0.275107,0.261494,0.265297,0.28495
0.215696,0.231919,0.216989,0.220632,0.234495,0.225195,0.221165,0.215165,0.225655,0.243459,0.233129,0.243427,0.23561,0.251439,0.231006,0.208985,0.25273,0.287868,0.270531,0.262748,0.26857,0.26722,0.25005,0.248314,0.263857,0.279182,0.272173,0.274325,0.271982,0.258016,0.260673,0.277494
0.220345,0.227328,0.218441,0.219381,0.232959,0.223059,0.218,0.215295,0.223362,0.245376,0.232005,0.240592,0.23385,0.235883,0.231092,0.207317,0.247315,0.284541,0.270586,0.264666,0.269439,0.266607,0.260078,0.259412,0.262773,0.274764,0.265229,0.275528,0.261158,0.252957,0.255599,0.275942
0.22299,0.222969,0.21201,0.223031,0.228216,0.225206,0.214984,0.208517,0.216047,0.238124,0.232161,0.230031,0.22744,0.237106,0.224607,0.216863,0.246615,0.281395,0.268175,0.271388,0.263382,0.265884,0.254521,0.254773,0.266056,0.271742,0.272887,0.27232,0.267207,0.256162,0.246687,0.276495
0.230539,0.22427,0.208136,0.218759,0.222612,0.228127,0.215678,0.214018,0.220434,0.236255,0.228692,0.230606,0.229982,0.232549,0.22339,0.209343,0.246994,0.27345,0.264997,0.258166,0.254818,0.256155,0.242541,0.245077,0.26397,0.267281,0.259457,0.273227,0.270257,0.253099,0.246186,0.263181
0.225711,0.219065,0.202063,0.21359,0.220047,0.22976,0.210268,0.211918,0.215284,0.229479,0.226229,0.227984,0.228051,0.225532,0.213299,0.217265,0.242038,0.269946,0.255135,0.255941,0.263549,0.255579,0.233917,0.242631,0.257467,0.268366,0.25463,0.27107,0.266278,0.246099,0.25467,0.257587
0.226238,0.219111,0.196254,0.208331,0.220213,0.220621,0.210876,0.206468,0.198903,0.231752,0.215002,0.206721,0.220509,0.217585,0.216574,0.21244,0.249025,0.271837,0.265099,0.254705,0.253121,0.259738,0.240848,0.237397,0.257983,0.273162,0.270411,0.26772,0.269558,0.255973,0.238545,0.254899
0.22967,0.211241,0.197259,0.206231,0.214922,0.23262,0.212736,0.210237,0.202477,0.217172,0.217352,0.217156,0.225757,0.207139,0.205791,0.221034,0.261293,0.297367,0.279532,0.256861,0.276433,0.275862,0.257109,0.235501,0.26726,0.27148,0.289695,0.296675,0.282532,0.285999,0.258232,0.25887
0.260231,0.242802,0.214762,0.215954,0.226814,0.232844,0.214588,0.239624,0.207204,0.237398,0.232941,0.231909,0.255586,0.232112,0.226074,0.244954,0.255409,0.301971,0.287611,0.279259,0.277319,0.279895,0.249648,0.236469,0.27167,0.310985,0.283963,0.283525,0.290626,0.272575,0.272132,0.267749
0.262074,0.2474,0.243747,0.25383,0.275871,0.263724,0.224887,0.256999,0.233269,0.247103,0.26686,0.250959,0.277993,0.259506,0.271619,0.251696,0.256707,0.311708,0.287816,0.284566,0.291988,0.265983,0.256389,0.261017,0.289023,0.319163,0.304406,0.306917,0.299754,0.29923,0.253093,0.281095
0.271787,0.261176,0.251237,0.283539,0.28297,0.275307,0.252657,0.25021,0.22474,0.299886,0.273198,0.309996,0.267327,0.287091,0.270053,0.24067,0.272799,0.29926,0.293531,0.299792,0.283881,0.295971,0.274798,0.256961,0.300641,0.316954,0.290081,0.324387,0.324946,0.291221,0.279809,0.279487
0.27338,0.272021,0.255379,0.273449,0.307589,0.295801,0.276901,0.244532,0.25404,0.299029,0.278471,0.308407,0.284835,0.294644,0.267512,0.23398,0.291721,0.336192,0.299044,0.282541,0.30835,0.31031,0.275447,0.251476,0.288081,0.342664,0.313096,0.324756,0.316817,0.299926,0.312004,0.280705
0.274042,0.283669,0.28068,0.290433,0.289894,0.304874,0.284229,0.260557,0.255947,0.319334,0.268619,0.314329,0.298149,0.324608,0.288872,0.25213,0.284628,0.361245,0.325351,0.31351,0.316459,0.317646,0.289479,0.268141,0.306715,0.339198,0.329433,0.308542,0.336514,0.300331,0.292987,0.291483
0.286509,0.284717,0.274823,0.287842,0.306854,0.312205,0.295475,0.249672,0.266144,0.329165,0.301643,0.310476,0.321112,0.331933,0.299987,0.251491,0.314261,0.366647,0.33989,0.334962,0.322434,0.316481,0.310378,0.26655,0.317092,0.343584,0.330207,0.324773,0.345295,0.332242,0.313316,0.332992
0.301752,0.304597,0.321141,0.276168,0.319879,0.323532,0.289784,0.26052,0.282344,0.332917,0.295659,0.337663,0.300682,0.338101,0.306671,0.251391,0.320665,0.357397,0.338193,0.341852,0.342702,0.336798,0.318519,0.298315,0.331964,0.366046,0.349213,0.363599,0.360137,0.333946,0.337817,0.327987
0.299318,0.320442,0.30644,0.315019,0.328405,0.324983,0.297354,0.291077,0.286559,0.340648,0.326679,0.344952,0.321233,0.334116,0.322829,0.260203,0.323739,0.377857,0.357216,0.352895,0.355453,0.356435,0.332942,0.312688,0.330215,0.37824,0.360502,0.359504,0.357015,0.345334,0.352376,0.348088
0.321431,0.313786,0.321878,0.326863,0.34472,0.332551,0.310674,0.289595,0.30921,0.346577,0.319549,0.357155,0.32889,0.344282,0.329116,0.283644,0.353028,0.409463,0.367583,0.361368,0.383171,0.386889,0.341282,0.321097,0.34962,0.397326,0.387593,0.374637,0.381949,0.371441,0.359755,0.374584
0.318928,0.330308,0.328012,0.328835,0.364372,0.34921,0.325225,0.284922,0.31531,0.353992,0.347891,0.351428,0.324113,0.364344,0.346257,0.277333,0.36422,0.428516,0.395262,0.380213,0.368228,0.386585,0.353408,0.330335,0.366556,0.410005,0.39927,0.399125,0.403475,0.375972,0.371448,0.389582
0.334118,0.348325,0.324623,0.339438,0.36348,0.354635,0.336495,0.299976,0.324662,0.374364,0.34737,0.378891,0.352875,0.37516,0.367737,0.293593,0.361148,0.442064,0.403904,0.39239,0.386102,0.399391,0.355102,0.344448,0.384398,0.424081,0.400559,0.412114,0.403915,0.382429,0.379786,0.39553
0.349131,0.344328,0.343984,0.342184,0.38268,0.361883,0.339431,0.311163,0.339318,0.391532,0.373241,0.395073,0.36889,0.391123,0.366268,0.306089,0.377426,0.441197,0.407404,0.408556,0.401523,0.408987,0.385297,0.363876,0.382433,0.430779,0.420226,0.433343,0.4178,0.393681,0.39754,0.390795
0.350439,0.357138,0.344529,0.356597,0.39066,0.369992,0.360199,0.31637,0.355673,0.393499,0.374813,0.394581,0.372298,0.407643,0.374259,0.317824,0.380393,0.448657,0.419869,0.418536,0.408717,0.419052,0.385489,0.363231,0.389142,0.439974,0.422756,0.435026,0.422258,0.4023,0.398283,0.406554
0.355991,0.373405,0.360451,0.366735,0.391735,0.385147,0.361977,0.321879,0.353522,0.400642,0.385137,0.407364,0.381495,0.412386,0.378691,0.315305,0.396309,0.453317,0.428009,0.417335,0.419629,0.427206,0.393657,0.373875,0.398996,0.442899,0.43483,0.429222,0.425101,0.406455,0.405305,0.421889
0.35782,0.377195,0.359325,0.36742,0.401142,0.391696,0.361257,0.320417,0.362482,0.412888,0.387256,0.412544,0.388179,0.411472,0.378181,0.319032,0.396835,0.469868,0.428607,0.425487,0.421361,0.425735,0.394055,0.376246,0.414476,0.450311,0.446361,0.444896,0.433235,0.414135,0.415802,0.422001
0.369295,0.373185,0.364782,0.378471,0.401492,0.391008,0.365023,0.329055,0.367367,0.415092,0.388141,0.417387,0.395685,0.413285,0.38729,0.325522,0.393147,0.46707,0.433019,0.421524,0.423791,0.428627,0.396315,0.380363,0.410865,0.447527,0.444944,0.448476,0.429866,0.418997,0.41064,0.419742
0.369409,0.372788,0.359935,0.377234,0.390789,0.382663,0.364961,0.333669,0.369855,0.410834,0.388845,0.411195,0.392138,0.412842,0.378022,0.330158,0.398388,0.464805,0.428962,0.422207,0.418237,0.424241,0.39413,0.374899,0.410677,0.449049,0.436248,0.436512,0.431547,0.412566,0.405465,0.414995
0.36183,0.36962,0.350996,0.366586,0.383468,0.379785,0.356958,0.327282,0.356713,0.406082,0.386796,0.401709,0.387776,0.400317,0.377916,0.331823,0.396475,0.462831,0.434728,0.419712,0.419285,0.43265,0.38954,0.375203,0.407828,0.446419,0.438775,0.440776,0.433331,0.416719,0.405648,0.41782
0.369293,0.377033,0.351201,0.370607,0.392351,0.380861,0.360475,0.336819,0.354744,0.40967,0.382957,0.403651,0.394699,0.403441,0.380341,0.338545,0.395829,0.464394,0.43318,0.418444,0.415984,0.417093,0.387886,0.373568,0.407194,0.441357,0.434792,0.43746,0.43288,0.416067,0.40912,0.409239
0.372441,0.368647,0.351143,0.36838,0.390775,0.384749,0.361784,0.341853,0.349476,0.405772,0.390342,0.400171,0.392007,0.40447,0.379362,0.336184,0.383477,0.454291,0.411603,0.416132,0.404926,0.416642,0.378363,0.367444,0.405098,0.442468,0.432137,0.431535,0.423445,0.403415,0.3966,0.404724
0.378482,0.363115,0.350412,0.367959,0.387092,0.384153,0.362788,0.341743,0.353171,0.39512,0.385374,0.397963,0.395308,0.394641,0.377917,0.345252,0.375771,0.438192,0.411294,0.393501,0.392003,0.404199,0.373868,0.357948,0.399131,0.435454,0.425481,0.420022,0.413338,0.389137,0.380809,0.38665
0.376151,0.365573,0.340296,0.356636,0.377967,0.386181,0.347742,0.33864,0.349875,0.390004,0.385454,0.390978,0.388316,0.381263,0.373798,0.341238,0.355408,0.419087,0.394811,0.377447,0.365011,0.377853,0.356937,0.342033,0.378636,0.420062,0.400727,0.413874,0.392116,0.379218,0.364523,0.363275
0.378231,0.354197,0.309962,0.34792,0.366881,0.3656,0.344817,0.345628,0.337622,0.376081,0.366675,0.371004,0.385559,0.361979,0.357947,0.352015,0.313011,0.357153,0.339231,0.332161,0.327864,0.335436,0.319795,0.296534,0.345237,0.366791,0.354007,0.357392,0.345012,0.319721,0.293805,0.317103
0.373822,0.324453,0.298617,0.329742,0.327401,0.366788,0.31236,0.325195,0.298496,0.348805,0.350833,0.354032,0.387932,0.347636,0.364709,0.347562,0.292596,0.318183,0.297927,0.286132,0.297632,0.303932,0.263387,0.250243,0.272315,0.304761,0.313595,0.287044,0.303207,0.291371,0.264707,0.275245
0.315274,0.299217,0.281912,0.300275,0.305,0.311942,0.295739,0.287986,0.28318,0.305097,0.299669,0.324637,0.328424,0.324489,0.315307,0.271196,0.273699,0.317121,0.312808,0.312376,0.300773,0.295855,0.285181,0.234957,0.277501,0.323565,0.320416,0.289876,0.320124,0.293112,0.29309,0.268284
0.280806,0.26501,0.277937,0.286263,0.303008,0.303315,0.279713,0.24831,0.255675,0.311194,0.292654,0.300343,0.315748,0.320942,0.29455,0.259148,0.288971,0.341349,0.313736,0.3009,0.301324,0.313558,0.273121,0.286012,0.291883,0.330244,0.341694,0.335422,0.343424,0.291309,0.310188,0.291903
0.292826,0.298484,0.293531,0.306209,0.306844,0.320052,0.269977,0.255169,0.272724,0.308996,0.311636,0.307084,0.331987,0.303077,0.289098,0.250788,0.290429,0.331164,0.316913,0.320285,0.318803,0.311214,0.266925,0.251203,0.300528,0.334866,0.326334,0.344015,0.32594,0.32489,0.309698,0.299839
0.318969,0.298045,0.28802,0.309073,0.329471,0.310022,0.30456,0.272904,0.278124,0.321091,0.28683,0.32252,0.301737,0.314538,0.295652,0.252369,0.308498,0.352052,0.321106,0.330802,0.337705,0.335095,0.289011,0.274655,0.314762,0.339384,0.344677,0.336534,0.333833,0.325797,0.304734,0.317984
0.314463,0.313308,0.298413,0.310218,0.32508,0.331336,0.296712,0.277034,0.287661,0.3274,0.296687,0.333329,0.348526,0.353352,0.315047,0.278846,0.323469,0.367874,0.346268,0.343621,0.361138,0.356887,0.330921,0.280854,0.33392,0.356655,0.383168,0.358961,0.359303,0.343742,0.337761,0.322999
0.322687,0.309592,0.297982,0.318981,0.346536,0.335069,0.325266,0.293641,0.293205,0.340725,0.324228,0.369542,0.341006,0.357735,0.34128,0.281671,0.324959,0.395821,0.349928,0.364258,0.370605,0.383469,0.34635,0.313416,0.325914,0.382114,0.393399,0.371679,0.370432,0.353382,0.359441,0.343131
0.340613,0.332015,0.322756,0.349954,0.383139,0.347514,0.345263,0.290441,0.301614,0.365314,0.334391,0.375604,0.360185,0.372605,0.345807,0.306562,0.341774,0.417456,0.398041,0.385974,0.388163,0.37355,0.348246,0.329511,0.370492,0.403993,0.407252,0.406184,0.38303,0.369819,0.380531,0.36752
0.363952,0.327347,0.350756,0.366404,0.389127,0.388034,0.350758,0.316195,0.349426,0.386705,0.37393,0.408393,0.380195,0.41417,0.350433,0.340587,0.361204,0.444673,0.404285,0.414567,0.384858,0.421693,0.362594,0.347026,0.382833,0.428504,0.421375,0.411158,0.433147,0.396966,0.413222,0.398404
0.388866,0.389856,0.364875,0.375858,0.428797,0.401887,0.387193,0.336668,0.363916,0.415201,0.391394,0.422432,0.386004,0.406143,0.412478,0.333003,0.401341,0.477992,0.456994,0.426624,0.427485,0.440872,0.400309,0.355772,0.410308,0.458251,0.46011,0.442463,0.459235,0.420404,0.410918,0.415259
0.386578,0.419297,0.380949,0.415034,0.442066,0.42601,0.401661,0.360384,0.389438,0.440322,0.416808,0.455488,0.434846,0.438738,0.41293,0.325424,0.414308,0.49985,0.461863,0.450598,0.438714,0.452836,0.406753,0.386458,0.431734,0.46411,0.492787,0.471512,0.465036,0.466178,0.436588,0.448878
0.410995,0.425826,0.397134,0.433015,0.470612,0.440263,0.408364,0.378315,0.394931,0.456816,0.431607,0.482063,0.45408,0.465662,0.439802,0.349043,0.438418,0.534696,0.471138,0.476057,0.470075,0.485718,0.43313,0.40052,0.459129,0.504382,0.492852,0.492794,0.493394,0.471276,0.463911,0.466442
0.438573,0.438974,0.427183,0.444186,0.47605,0.475112,0.441572,0.400283,0.420162,0.48033,0.471917,0.486013,0.467931,0.492029,0.469103,0.382446,0.450943,0.545224,0.496024,0.485805,0.474378,0.49685,0.44574,0.42744,0.473115,0.535302,0.525942,0.534706,0.512927,0.489706,0.492303,0.467922
0.445641,0.466373,0.461416,0.464216,0.510772,0.488705,0.439052,0.406732,0.44554,0.507981,0.483444,0.515925,0.479293,0.509214,0.473314,0.382326,0.461943,0.557234,0.520256,0.507163,0.502822,0.518381,0.470927,0.440864,0.497471,0.544986,0.535893,0.535042,0.516548,0.505223,0.496192,0.496813
0.463365,0.479644,0.462595,0.484681,0.516758,0.504412,0.472162,0.412614,0.453495,0.524052,0.503033,0.527724,0.493619,0.52724,0.49128,0.41227,0.484532,0.585029,0.529614,0.527237,0.518144,0.53451,0.471227,0.451776,0.507632,0.54792,0.558598,0.549595,0.539386,0.524277,0.513627,0.515418
0.476244,0.484315,0.461949,0.482065,0.531836,0.505138,0.480587,0.42085,0.467132,0.540408,0.504336,0.541049,0.520822,0.53864,0.499985,0.413928,0.49953,0.597889,0.550656,0.534577,0.531557,0.548582,0.490206,0.470127,0.507584,0.58419,0.562814,0.566986,0.551442,0.531209,0.521198,0.525702
0.483229,0.492896,0.484216,0.500495,0.534349,0.520112,0.489747,0.427274,0.482869,0.551509,0.519187,0.547524,0.520187,0.553723,0.513546,0.428817,0.506631,0.605372,0.553656,0.535242,0.541253,0.547811,0.493121,0.471872,0.517412,0.574869,0.569837,0.560219,0.564879,0.538772,0.534723,0.535148
0.486958,0.511463,0.488926,0.506379,0.54042,0.524444,0.490085,0.443513,0.490938,0.551861,0.524739,0.563124,0.525386,0.557668,0.519322,0.43055,0.502016,0.601858,0.564997,0.541595,0.533763,0.554424,0.499924,0.473545,0.525594,0.589732,0.577333,0.56618,0.557163,0.537371,0.530066,0.533948
0.497528,0.492642,0.483067,0.505988,0.537412,0.532717,0.487393,0.440147,0.491241,0.555441,0.523714,0.550794,0.526152,0.558655,0.51528,0.439004,0.496855,0.604396,0.560897,0.546489,0.535509,0.552164,0.501476,0.471541,0.526599,0.5776,0.573158,0.56926,0.555592,0.540293,0.530039,0.527923
0.493129,0.492061,0.475655,0.495543,0.52695,0.521262,0.479497,0.445006,0.475998,0.550834,0.515374,0.546223,0.525186,0.544065,0.511225,0.435861,0.50279,0.605878,0.549888,0.531357,0.538935,0.547738,0.497069,0.472218,0.518447,0.572299,0.568542,0.567175,0.564001,0.540546,0.521414,0.522398
0.487934,0.500256,0.466618,0.498788,0.525711,0.519381,0.480705,0.438467,0.469219,0.53938,0.511001,0.541098,0.526747,0.534259,0.507893,0.443223,0.500767,0.597381,0.54288,0.532561,0.533954,0.542705,0.48848,0.463574,0.516464,0.571053,0.563322,0.562889,0.554695,0.533177,0.523369,0.523632
0.496013,0.50092,0.469477,0.494506,0.520788,0.514041,0.483188,0.441775,0.46905,0.53862,0.514103,0.539186,0.516096,0.533558,0.511042,0.450223,0.484372,0.589246,0.528933,0.530197,0.519725,0.520737,0.477518,0.458574,0.50647,0.561474,0.55713,0.550701,0.549339,0.52086,0.510714,0.504189
0.507881,0.485627,0.465694,0.495494,0.521278,0.510012,0.479558,0.448891,0.468175,0.534131,0.511202,0.539843,0.531946,0.530758,0.503989,0.445493,0.456987,0.551712,0.50625,0.489327,0.486881,0.499413,0.455087,0.438959,0.477473,0.538121,0.52446,0.529346,0.522237,0.490458,0.48702,0.475391
